h_tot_m [mm],PT8_w_m [°C],PT6_m [°C],PT5_m [°C],PT4_m [°C],PT3_m [°C],PT3_m [°C],PT1_c_m [°C],time_h_m [h]
15.10255117,7.170451,2.962549,0.8769532,-2.575354,-4.93971,-4.93971,-9.130664,157.2666667
15.10583617,7.186849,2.982935,0.9097494,-2.541423,-4.936052,-4.936052,-9.097705,157.3
15.10841617,7.184074,2.991846,0.9064698,-2.562614,-4.923438,-4.923438,-9.089282,157.3333333
15.11066617,7.161243,2.980616,0.8864136,-2.576237,-4.940593,-4.940593,-9.114062,157.3666667
15.11160617,7.178272,2.998438,0.9077311,-2.546721,-4.919149,-4.919149,-9.097705,157.4
15.11088117,7.173479,2.990137,0.9160564,-2.552018,-4.938575,-4.938575,-9.096484,157.4333333
15.11128617,7.166919,2.984522,0.8983969,-2.562866,-4.939584,-4.939584,-9.118457,157.4666667
15.11107617,7.206022,3.008692,0.9311931,-2.546468,-4.904769,-4.904769,-9.07207,157.5
15.11094117,7.160612,2.956202,0.8756918,-2.587337,-4.973011,-4.973011,-9.137744,157.5333333
15.11077117,7.173983,2.974878,0.8933513,-2.564002,-4.93479,-4.93479,-9.112353,157.5666667
15.11075617,7.161369,2.973047,0.8724121,-2.574471,-4.953459,-4.953459,-9.128467,157.6
15.11159617,7.188868,2.978907,0.9060913,-2.547477,-4.927474,-4.927474,-9.092212,157.6333333
15.11398117,7.178272,2.980616,0.8983968,-2.573967,-4.958252,-4.958252,-9.125293,157.6666667
15.11643617,7.154053,2.970362,0.8878012,-2.563119,-4.938323,-4.938323,-9.109179,157.7
15.11917117,7.178776,2.981104,0.9026856,-2.572453,-4.9469,-4.9469,-9.108935,157.7333333
15.12239117,7.172974,2.974268,0.8883057,-2.568921,-4.953964,-4.953964,-9.110644,157.7666667
15.12568617,7.16919,2.968653,0.8895671,-2.564128,-4.965442,-4.965442,-9.120166,157.8
15.12831117,7.15254,2.957911,0.8830078,-2.584815,-4.977173,-4.977173,-9.131152,157.8333333
15.13077617,7.15708,2.960962,0.8731689,-2.569173,-4.950936,-4.950936,-9.120166,157.8666667
15.13171617,7.151783,2.97793,0.8886841,-2.563623,-4.950684,-4.950684,-9.13396,157.9
15.13172617,7.176001,2.995508,0.9038208,-2.53007,-4.917635,-4.917635,-9.090381,157.9333333
15.13128117,7.190382,2.988184,0.9034424,-2.552271,-4.936304,-4.936304,-9.108691,157.9666667
15.13097117,7.168433,2.984034,0.9024333,-2.554289,-4.938574,-4.938574,-9.103076,158
15.13119117,7.171965,2.978418,0.8971355,-2.563371,-4.944629,-4.944629,-9.112842,158.0333333
15.13055617,7.16364,2.951075,0.8789714,-2.567912,-4.968343,-4.968343,-9.13457,158.0666667
15.13065617,7.224691,3.02334,0.9258952,-2.520483,-4.902246,-4.902246,-9.083545,158.1
15.13166617,7.175749,2.973779,0.8925945,-2.559082,-4.931763,-4.931763,-9.122119,158.1333333
15.13271617,7.168938,2.965723,0.8832602,-2.570687,-4.954216,-4.954216,-9.111987,158.1666667
15.13511117,7.169568,2.967676,0.9004151,-2.56766,-4.953711,-4.953711,-9.125293,158.2
15.13738117,7.179785,2.998926,0.8918377,-2.548739,-4.944629,-4.944629,-9.108935,158.2333333
15.13956617,7.171712,2.984766,0.8983969,-2.554793,-4.935547,-4.935547,-9.112353,158.2666667
15.14227117,7.160108,2.979151,0.8825033,-2.576742,-4.95472,-4.95472,-9.115771,158.3
15.14519117,7.164145,2.984766,0.8961263,-2.560091,-4.934538,-4.934538,-9.107471,158.3333333
15.14869617,7.18029,3.008936,0.9135335,-2.545711,-4.917005,-4.917005,-9.116015,158.3666667
15.15017117,7.163387,2.974512,0.8905762,-2.568164,-4.950432,-4.950432,-9.124316,158.4
15.15050617,7.182813,2.999048,0.9077311,-2.553784,-4.926213,-4.926213,-9.106128,158.4333333
15.15063617,7.159855,2.966211,0.8879273,-2.577751,-4.962288,-4.962288,-9.113452,158.4666667
15.15090117,7.140809,2.953028,0.8734213,-2.578003,-4.969857,-4.969857,-9.131885,158.5
15.15076117,7.182813,2.995752,0.899406,-2.540918,-4.928988,-4.928988,-9.102099,158.5333333
15.15013117,7.181804,3.001368,0.8905762,-2.542432,-4.928736,-4.928736,-9.109668,158.5666667
15.15058117,7.163387,2.96084,0.8865398,-2.576742,-4.958252,-4.958252,-9.117236,158.6
15.15037117,7.188615,2.995264,0.9163086,-2.552271,-4.927222,-4.927222,-9.091846,158.6333333
15.15168117,7.171461,2.975489,0.8925945,-2.579138,-4.944251,-4.944251,-9.115039,158.6666667
15.15463117,7.179785,3.015161,0.9195883,-2.541927,-4.924447,-4.924447,-9.086474,158.7
15.15715617,7.173479,2.986475,0.9038208,-2.544955,-4.928231,-4.928231,-9.098071,158.7333333
15.15915617,7.163135,2.974024,0.8845215,-2.570939,-4.961784,-4.961784,-9.126758,158.7666667
15.16151117,7.184327,2.987452,0.9067221,-2.554793,-4.936809,-4.936809,-9.111133,158.8
15.16419117,7.175497,2.985498,0.8971355,-2.556307,-4.949422,-4.949422,-9.103076,158.8333333
15.16680117,7.18912,2.996729,0.913029,-2.548486,-4.924951,-4.924951,-9.09331,158.8666667
15.16883617,7.161117,2.974024,0.8870444,-2.568416,-4.931763,-4.931763,-9.119678,158.9
15.16952617,7.16818,2.979639,0.9021811,-2.56438,-4.943494,-4.943494,-9.112353,158.9333333
15.16883617,7.15708,2.957666,0.8835124,-2.562109,-4.941097,-4.941097,-9.125293,158.9666667
15.16937117,7.213339,2.999659,0.9175701,-2.532593,-4.901994,-4.901994,-9.083056,159
15.16913617,7.17638,2.981104,0.8909546,-2.55883,-4.950936,-4.950936,-9.118457,159.0333333
15.16902117,7.198706,3.004786,0.899406,-2.55883,-4.926213,-4.926213,-9.113574,159.0666667
15.16906117,7.197697,2.991602,0.9337158,-2.546216,-4.918393,-4.918393,-9.088428,159.1
15.16902117,7.173731,2.97793,0.8905762,-2.563875,-4.946143,-4.946143,-9.113818,159.1333333
15.16971617,7.172722,2.973291,0.888558,-2.563371,-4.936304,-4.936304,-9.123584,159.1666667
15.17110617,7.205013,3.001856,0.922111,-2.529818,-4.91814,-4.91814,-9.095263,159.2
15.17362117,7.166162,2.986231,0.8830078,-2.562109,-4.954973,-4.954973,-9.109424,159.2333333
15.17684617,7.173227,2.991724,0.89764,-2.554541,-4.946395,-4.946395,-9.105762,159.2666667
15.17917117,7.17802,2.98086,0.8856568,-2.570183,-4.9469,-4.9469,-9.116748,159.3
15.18154617,7.170325,2.980616,0.8933513,-2.558325,-4.936809,-4.936809,-9.119678,159.3333333
15.18476117,7.167424,2.972803,0.8888102,-2.560344,-4.94917,-4.94917,-9.109912,159.3666667
15.18693117,7.176254,2.991846,0.8999105,-2.545207,-4.922933,-4.922933,-9.110644,159.4
15.18767117,7.195932,3.000391,0.9228678,-2.529818,-4.90376,-4.90376,-9.102344,159.4333333
15.18775617,7.181551,2.995996,0.893099,-2.551262,-4.936682,-4.936682,-9.095508,159.4666667
15.18785617,7.166667,2.988672,0.8946127,-2.566272,-4.950305,-4.950305,-9.109912,159.5
15.18804617,7.196941,3.015161,0.922111,-2.529313,-4.932519,-4.932519,-9.088672,159.5333333
15.18765617,7.167929,2.968653,0.8830078,-2.560848,-4.947152,-4.947152,-9.113818,159.5666667
15.18776117,7.161243,2.966455,0.8765748,-2.572201,-4.955982,-4.955982,-9.119922,159.6
15.18740617,7.150521,2.951319,0.8782146,-2.58986,-4.960018,-4.960018,-9.137744,159.6333333
15.18839117,7.183318,2.975,0.9029379,-2.568416,-4.95472,-4.95472,-9.111377,159.6666667
15.18990617,7.171965,2.991114,0.8971355,-2.567407,-4.938574,-4.938574,-9.118945,159.7
15.19249617,7.184327,3.008448,0.9236248,-2.532845,-4.911833,-4.911833,-9.098926,159.7333333
15.19632117,7.2257,3.028467,0.9458253,-2.512915,-4.904517,-4.904517,-9.080859,159.7666667
15.19929617,7.179281,2.989893,0.9097494,-2.546594,-4.938827,-4.938827,-9.116015,159.8
15.20166617,7.181551,2.999659,0.9049561,-2.547982,-4.93479,-4.93479,-9.10393,159.8333333
15.20513617,7.205266,3.02212,0.9269043,-2.536882,-4.905526,-4.905526,-9.077563,159.8666667
15.20731117,7.15481,2.960352,0.8799805,-2.571192,-4.968596,-4.968596,-9.121631,159.9
15.20784617,7.176254,2.997217,0.914795,-2.546468,-4.936809,-4.936809,-9.095019,159.9333333
15.20825117,7.189372,3.002832,0.9150472,-2.550252,-4.937565,-4.937565,-9.105273,159.9666667
15.20825117,7.162883,2.996485,0.9026856,-2.552271,-4.954973,-4.954973,-9.112597,160
15.20843117,7.16919,2.972315,0.8903239,-2.559082,-4.955225,-4.955225,-9.12334,160.0333333
15.20786617,7.161369,2.97561,0.89764,-2.579517,-4.959009,-4.959009,-9.126269,160.0666667
15.20785617,7.164901,2.988062,0.8880534,-2.561605,-4.958,-4.958,-9.112353,160.1
15.20774117,7.19467,2.99795,0.925769,-2.556055,-4.923438,-4.923438,-9.089648,160.1333333
15.20842117,7.203247,3.015772,0.9208496,-2.524268,-4.921167,-4.921167,-9.094287,160.1666667
15.21009617,7.133619,2.950342,0.8648438,-2.586581,-4.990544,-4.990544,-9.136523,160.2
15.21198117,7.178019,2.989161,0.8966309,-2.55883,-4.937565,-4.937565,-9.105273,160.2333333
15.21438117,7.198202,3.00918,0.9175701,-2.551261,-4.924194,-4.924194,-9.095752,160.2666667
15.21798617,7.174236,2.977442,0.8880534,-2.570939,-4.944377,-4.944377,-9.120654,160.3
15.22107617,7.132357,2.961084,0.8724121,-2.592761,-4.992688,-4.992688,-9.134814,160.3333333
15.22429617,7.16036,2.976343,0.8986492,-2.574976,-4.955477,-4.955477,-9.127246,160.3666667
15.22606617,7.183065,3.013086,0.9160564,-2.534611,-4.938827,-4.938827,-9.080859,160.4
15.22657117,7.208545,3.022608,0.9144165,-2.5389,-4.918392,-4.918392,-9.093066,160.4333333
15.22696617,7.166919,2.979151,0.8895671,-2.566398,-4.956739,-4.956739,-9.129199,160.4666667
15.22753617,7.170452,2.978907,0.8890626,-2.562109,-4.949422,-4.949422,-9.121875,160.5
15.22694617,7.199715,3.010157,0.9105062,-2.530575,-4.93479,-4.93479,-9.095508,160.5333333
15.22744117,7.190129,2.976221,0.8941081,-2.568416,-4.940593,-4.940593,-9.126758,160.5666667
15.22726117,7.195427,2.991358,0.9228678,-2.548486,-4.937439,-4.937439,-9.096972,160.6
15.22700617,7.181551,2.992822,0.9026856,-2.553027,-4.930754,-4.930754,-9.101367,160.6333333
15.22703117,7.196941,2.981836,0.9097494,-2.560344,-4.936304,-4.936304,-9.104663,160.6666667
15.22938617,7.187859,2.983057,0.9026856,-2.563875,-4.931006,-4.931006,-9.116015,160.7
15.23106117,7.189624,2.98208,0.908488,-2.561352,-4.928483,-4.928483,-9.114795,160.7333333
15.23385617,7.185588,2.994043,0.8996582,-2.557064,-4.943116,-4.943116,-9.10332,160.7666667
15.23441117,7.197193,3.011133,0.9251384,-2.537638,-4.913851,-4.913851,-9.099902,160.8
15.23629117,7.202743,3.011621,0.9150472,-2.538395,-4.916374,-4.916374,-9.072803,160.8333333
15.23964117,7.15481,2.958887,0.902181,-2.582544,-4.96355,-4.96355,-9.133105,160.8666667
15.24158617,7.168938,2.967554,0.8986492,-2.574597,-4.957243,-4.957243,-9.133105,160.9
15.24313617,7.195175,3.00271,0.9195883,-2.55,-4.939836,-4.939836,-9.103808,160.9333333
15.24484117,7.173983,2.981592,0.8943604,-2.550757,-4.937061,-4.937061,-9.115649,160.9666667
15.24545117,7.186597,2.995996,0.9083619,-2.559082,-4.951189,-4.951189,-9.113574,161
15.24533617,7.171461,2.976954,0.9047039,-2.560344,-4.9469,-4.9469,-9.108691,161.0333333
15.24552617,7.160108,2.970118,0.8895671,-2.587085,-4.958252,-4.958252,-9.120654,161.0666667
15.24474617,7.170704,2.979151,0.8941081,-2.579769,-4.94917,-4.94917,-9.11333,161.1
15.24231117,7.215609,2.991114,0.9279134,-2.543441,-4.932267,-4.932267,-9.096972,161.1333333
15.24232117,7.18912,2.981104,0.9044515,-2.568921,-4.934412,-4.934412,-9.106738,161.1666667
15.24301617,7.184074,2.985864,0.8996583,-2.559335,-4.935799,-4.935799,-9.115283,161.2
15.24553117,7.204761,2.977198,0.9014242,-2.551766,-4.951189,-4.951189,-9.105762,161.2333333
15.24825117,7.190003,3.0021,0.9079834,-2.552018,-4.926213,-4.926213,-9.101855,161.2666667
15.25042117,7.199085,2.995996,0.9135336,-2.545207,-4.929997,-4.929997,-9.097461,161.3
15.25262617,7.176758,2.993067,0.8986492,-2.558325,-4.941097,-4.941097,-9.114306,161.3333333
15.25485117,7.185083,2.991114,0.9089925,-2.548234,-4.940593,-4.940593,-9.109912,161.3666667
15.25790117,7.17802,2.994532,0.8996582,-2.563371,-4.93807,-4.93807,-9.12456,161.4
15.25963117,7.180038,2.987452,0.9024333,-2.543189,-4.924952,-4.924952,-9.112842,161.4333333
15.26130617,7.159098,2.985132,0.8920899,-2.568921,-4.967334,-4.967334,-9.126025,161.4666667
15.26113117,7.189372,3.002832,0.9281657,-2.540414,-4.933781,-4.933781,-9.093677,161.5
15.26068617,7.211573,3.01211,0.9060913,-2.548739,-4.93025,-4.93025,-9.106128,161.5333333
15.26012117,7.210059,3.005762,0.9263998,-2.546973,-4.929997,-4.929997,-9.102832,161.5666667
15.25942117,7.179785,2.996485,0.9094971,-2.559335,-4.943367,-4.943367,-9.106006,161.6
15.25952617,7.192904,2.993311,0.9004151,-2.546973,-4.945891,-4.945891,-9.114062,161.6333333
15.25941617,7.194922,3.009912,0.9231202,-2.554794,-4.94135,-4.94135,-9.105029,161.6666667
15.26033617,7.187101,2.99502,0.910254,-2.552523,-4.933277,-4.933277,-9.117724,161.7
15.26239617,7.184074,2.981348,0.8956218,-2.565137,-4.950684,-4.950684,-9.130908,161.7333333
15.26554617,7.198706,2.98147,0.9158041,-2.546721,-4.950936,-4.950936,-9.114306,161.7666667
15.26844117,7.188111,3.010889,0.9378784,-2.530322,-4.917131,-4.917131,-9.084521,161.8
15.27168117,7.162,2.987696,0.9000366,-2.565389,-4.945638,-4.945638,-9.134326,161.8333333
15.27469117,7.192148,2.997705,0.9036947,-2.558073,-4.942611,-4.942611,-9.111865,161.8666667
15.27772617,7.196688,3.005762,0.9286702,-2.537891,-4.936052,-4.936052,-9.086963,161.9
15.27992617,7.196941,3.007471,0.9168132,-2.546468,-4.927726,-4.927726,-9.090625,161.9333333
15.28070117,7.184074,3.000635,0.9107585,-2.545207,-4.93151,-4.93151,-9.100879,161.9666667
15.28107617,7.234783,3.033838,0.9607098,-2.521997,-4.906031,-4.906031,-9.06499,162
15.28119117,7.182056,3.015161,0.9294271,-2.556055,-4.915112,-4.915112,-9.088672,162.0333333
15.28084617,7.181047,3.004541,0.923877,-2.539404,-4.931763,-4.931763,-9.105029,162.0666667
15.28094617,7.180164,2.979883,0.8996582,-2.565389,-4.951189,-4.951189,-9.120166,162.1
15.28059117,7.173352,2.988916,0.9218588,-2.557821,-4.944881,-4.944881,-9.120898,162.1333333
15.28049617,7.205014,2.990381,0.9140382,-2.555298,-4.934538,-4.934538,-9.112842,162.1666667
15.28070117,7.197193,3.007715,0.9160564,-2.534611,-4.934286,-4.934286,-9.085498,162.2
15.28270117,7.185083,2.995752,0.9271566,-2.560091,-4.937313,-4.937313,-9.115771,162.2333333
15.28496617,7.205013,2.989161,0.9163086,-2.558325,-4.928736,-4.928736,-9.1104,162.2666667
15.28752617,7.186345,2.997217,0.91202,-2.54054,-4.936556,-4.936556,-9.119189,162.3
15.28946117,7.181551,2.997217,0.9110107,-2.553784,-4.937061,-4.937061,-9.126269,162.3333333
15.29170617,7.175749,2.981592,0.8954957,-2.565894,-4.939836,-4.939836,-9.116382,162.3666667
15.29361617,7.163892,2.975489,0.8890626,-2.577751,-4.964307,-4.964307,-9.134326,162.4
15.29547117,7.177011,2.990381,0.9190837,-2.566398,-4.958505,-4.958505,-9.117969,162.4333333
15.29547117,7.213591,3.024805,0.9316976,-2.531079,-4.922176,-4.922176,-9.090869,162.4666667
15.29520617,7.221916,3.028223,0.9460775,-2.5278,-4.915617,-4.915617,-9.096972,162.5
15.29528117,7.209302,3.034571,0.9299317,-2.523763,-4.9276,-4.9276,-9.088183,162.5333333
15.29479617,7.201734,3.022364,0.9367433,-2.529187,-4.916626,-4.916626,-9.089648,162.5666667
15.29484117,7.176254,2.982935,0.8991537,-2.565137,-4.945134,-4.945134,-9.110888,162.6
15.29527617,7.208545,3.028223,0.9246338,-2.525277,-4.905021,-4.905021,-9.095874,162.6333333
15.29470617,7.211573,3.018946,0.9246338,-2.550252,-4.919149,-4.919149,-9.108203,162.6666667
15.29638117,7.194166,2.993799,0.9029379,-2.558578,-4.958252,-4.958252,-9.118213,162.7
15.29863117,7.181299,2.998438,0.9039469,-2.555046,-4.940845,-4.940845,-9.121387,162.7333333
15.30254117,7.190129,2.997461,0.913029,-2.542432,-4.935043,-4.935043,-9.119922,162.7666667
15.30531117,7.194166,2.996241,0.9228678,-2.558325,-4.944629,-4.944629,-9.09917,162.8
15.30849617,7.173226,2.975489,0.9094971,-2.57384,-4.962036,-4.962036,-9.114062,162.8333333
15.31234617,7.196184,3.002344,0.9211019,-2.557569,-4.93807,-4.93807,-9.103564,162.8666667
15.31528617,7.184074,2.983301,0.9094971,-2.557064,-4.959514,-4.959514,-9.107226,162.9
15.31761617,7.158216,2.961817,0.898523,-2.581787,-4.980957,-4.980957,-9.145801,162.9333333
15.31732117,7.162378,2.982325,0.8956218,-2.5611,-4.953207,-4.953207,-9.121142,162.9666667
15.31766617,7.191895,2.990381,0.9089925,-2.5611,-4.940088,-4.940088,-9.110644,163
15.31740117,7.217375,3.018702,0.9372478,-2.530323,-4.905778,-4.905778,-9.082812,163.0333333
15.31768117,7.210815,3.009424,0.9445639,-2.535873,-4.92924,-4.92924,-9.084277,163.0666667
15.31745117,7.194166,2.989649,0.9152995,-2.549748,-4.942358,-4.942358,-9.114062,163.1
15.31744617,7.156324,2.975244,0.8966309,-2.569299,-4.957747,-4.957747,-9.143847,163.1333333
15.31678617,7.233521,3.032007,0.9415365,-2.52679,-4.912842,-4.912842,-9.080859,163.1666667
15.31703617,7.208546,3.01333,0.9110107,-2.556559,-4.944881,-4.944881,-9.106494,163.2
15.31787117,7.196057,2.995508,0.8991537,-2.560848,-4.948918,-4.948918,-9.107959,163.2333333
15.31995617,7.21233,3.011621,0.9327068,-2.5389,-4.926717,-4.926717,-9.103564,163.2666667
15.32320617,7.183569,2.994287,0.9009197,-2.577246,-4.953964,-4.953964,-9.117724,163.3
15.32536117,7.184074,3.01333,0.9173178,-2.549748,-4.940088,-4.940088,-9.121631,163.3333333
15.32823117,7.196436,3.021631,0.914795,-2.560596,-4.937818,-4.937818,-9.103076,163.3666667
15.33046617,7.214852,3.020899,0.9397705,-2.536756,-4.931006,-4.931006,-9.092334,163.4
15.33240617,7.216366,3.014795,0.9258952,-2.545711,-4.93025,-4.93025,-9.104541,163.4333333
15.33257117,7.20123,3.017725,0.9400229,-2.539152,-4.93151,-4.93151,-9.091846,163.4666667
15.33228617,7.196435,3.013819,0.9182007,-2.544198,-4.9358,-4.9358,-9.09917,163.5
15.33271617,7.193157,3.011621,0.9100017,-2.530827,-4.940088,-4.940088,-9.100635,163.5333333
15.33251117,7.175749,2.987452,0.9059653,-2.589103,-4.954216,-4.954216,-9.111865,163.5666667
15.33267617,7.189625,3.000879,0.9258952,-2.551009,-4.93807,-4.93807,-9.106494,163.6
15.33303617,7.180794,2.999414,0.9107585,-2.575732,-4.948666,-4.948666,-9.10625,163.6333333
15.33253617,7.186597,2.982569,0.9009197,-2.571192,-4.95409,-4.95409,-9.124804,163.6666667
15.33359617,7.212834,3.011499,0.9185792,-2.544324,-4.930501,-4.930501,-9.095263,163.7
15.33581117,7.166162,2.967432,0.8832602,-2.579517,-4.971118,-4.971118,-9.139087,163.7333333
15.33863117,7.186092,3.009912,0.9204712,-2.557568,-4.945134,-4.945134,-9.095141,163.7666667
15.34227117,7.166162,2.975977,0.8983969,-2.591374,-4.974903,-4.974903,-9.128467,163.8
15.34475117,7.208293,3.022364,0.9362387,-2.542432,-4.919149,-4.919149,-9.06914,163.8333333
15.34839117,7.215862,3.025537,0.9286702,-2.540414,-4.905022,-4.905022,-9.096728,163.8666667
15.35049617,7.200725,3.006739,0.9281657,-2.552271,-4.940845,-4.940845,-9.101123,163.9
15.35205117,7.213087,3.020899,0.9480958,-2.534863,-4.904138,-4.904138,-9.083789,163.9333333
15.35290117,7.185841,2.994287,0.919336,-2.559839,-4.936304,-4.936304,-9.098193,163.9666667
15.35302117,7.183569,2.984033,0.9165609,-2.566651,-4.967587,-4.967587,-9.105273,164
15.35307617,7.197697,3.000635,0.9178223,-2.559587,-4.941854,-4.941854,-9.103198,164.0333333
15.35298117,7.198706,3.012354,0.9299317,-2.542432,-4.941602,-4.941602,-9.084765,164.0666667
15.35246117,7.199968,3.014551,0.9296794,-2.5278,-4.925961,-4.925961,-9.108203,164.1
15.35239617,7.201986,3.014795,0.9309408,-2.5389,-4.939332,-4.939332,-9.105273,164.1333333
15.35176617,7.207031,3.024317,0.9440593,-2.54218,-4.916122,-4.916122,-9.087207,164.1666667
15.35204617,7.204509,2.994043,0.9029379,-2.571444,-4.938322,-4.938322,-9.104541,164.2
15.35297617,7.174992,2.999414,0.8900717,-2.568921,-4.955225,-4.955225,-9.118213,164.2333333
15.35552617,7.190382,3.004907,0.9145427,-2.557821,-4.948161,-4.948161,-9.115039,164.2666667
15.35838617,7.216871,3.014795,0.9316977,-2.533854,-4.93252,-4.93252,-9.11272,164.3
15.36070117,7.204761,3.006006,0.9416626,-2.544702,-4.937061,-4.937061,-9.104053,164.3333333
15.36344617,7.185841,2.99917,0.9062175,-2.558578,-4.945638,-4.945638,-9.12041,164.3666667
15.36655117,7.202743,3.011133,0.9274089,-2.556055,-4.938827,-4.938827,-9.115527,164.4
15.36796117,7.202743,3.021387,0.9248862,-2.551009,-4.929997,-4.929997,-9.097705,164.4333333
15.36926617,7.217375,3.026514,0.9410319,-2.539152,-4.914608,-4.914608,-9.084033,164.4666667
15.36928617,7.193408,3.006739,0.925643,-2.560596,-4.960901,-4.960901,-9.103564,164.5
15.36946617,7.233774,3.047754,0.9632325,-2.519348,-4.910067,-4.910067,-9.073047,164.5333333
15.36963117,7.216366,3.01919,0.9185792,-2.543693,-4.931259,-4.931259,-9.095874,164.5666667
15.36918117,7.213843,3.021143,0.919336,-2.532341,-4.929745,-4.929745,-9.107226,164.6
15.36947617,7.202869,3.01211,0.9173178,-2.54218,-4.927474,-4.927474,-9.095508,164.6333333
15.36961117,7.205518,3.000635,0.9243816,-2.559082,-4.929745,-4.929745,-9.099902,164.6666667
15.37143617,7.21233,3.010889,0.9203451,-2.554541,-4.928231,-4.928231,-9.088916,164.7
15.37351617,7.197697,2.995752,0.939266,-2.549748,-4.930754,-4.930754,-9.109668,164.7333333
15.37682117,7.218132,3.017969,0.9316976,-2.54445,-4.936682,-4.936682,-9.086474,164.7666667
15.37927617,7.183822,2.993921,0.9223633,-2.566272,-4.954468,-4.954468,-9.122119,164.8
15.38165617,7.188615,2.993921,0.9213542,-2.563875,-4.936556,-4.936556,-9.11333,164.8333333
15.38385117,7.176758,2.985498,0.9280396,-2.578508,-4.965316,-4.965316,-9.099536,164.8666667
15.38618117,7.166162,2.978907,0.9038208,-2.566651,-4.973894,-4.973894,-9.122363,164.9
15.38744617,7.175497,3.008204,0.9226156,-2.568921,-4.945386,-4.945386,-9.104053,164.9333333
15.38796117,7.195679,3.010645,0.928418,-2.54773,-4.935295,-4.935295,-9.108447,164.9666667
15.38751617,7.186345,3.008204,0.9195883,-2.551514,-4.934286,-4.934286,-9.117236,165
15.38746117,7.178272,2.982569,0.9158041,-2.553027,-4.963802,-4.963802,-9.114551,165.0333333
15.38731117,7.178524,2.99502,0.9001628,-2.553406,-4.957495,-4.957495,-9.124072,165.0666667
15.38686617,7.19795,3.005274,0.9127767,-2.552523,-4.931763,-4.931763,-9.104053,165.1
15.38671117,7.209302,3.011866,0.9357341,-2.551261,-4.940088,-4.940088,-9.09917,165.1333333
15.38642617,7.207031,2.997217,0.9219849,-2.570183,-4.95472,-4.95472,-9.119922,165.1666667
15.38674117,7.166919,2.970362,0.8878012,-2.581787,-4.973136,-4.973136,-9.145312,165.2
15.38782117,7.194418,3.010645,0.9170654,-2.564885,-4.948666,-4.948666,-9.112597,165.2333333
15.38967617,7.215105,3.020411,0.9269044,-2.540414,-4.92142,-4.92142,-9.092578,165.2666667
15.39249117,7.21233,3.027491,0.9322022,-2.552775,-4.937313,-4.937313,-9.10332,165.3
15.39442117,7.194418,2.990381,0.9183269,-2.565894,-4.957874,-4.957874,-9.105762,165.3333333
15.39753117,7.179281,2.989893,0.9092448,-2.564002,-4.960775,-4.960775,-9.119922,165.3666667
15.40053117,7.196184,3.010401,0.9205974,-2.55555,-4.938827,-4.938827,-9.111987,165.4
15.40267617,7.185841,3.002344,0.9212281,-2.56438,-4.948666,-4.948666,-9.124072,165.4333333
15.40369617,7.162378,2.969873,0.9074789,-2.593897,-4.962037,-4.962037,-9.130908,165.4666667
15.40364117,7.188363,3.007227,0.9281657,-2.566651,-4.952954,-4.952954,-9.111377,165.5
15.40383617,7.183318,3.003321,0.9102539,-2.569678,-4.955477,-4.955477,-9.105273,165.5333333
15.40353117,7.219141,3.0292,0.9349773,-2.534106,-4.917383,-4.917383,-9.079883,165.5666667
15.40378617,7.158846,2.968409,0.8903239,-2.597681,-4.977173,-4.977173,-9.131152,165.6
15.40379117,7.167929,2.975489,0.9011719,-2.592383,-4.958631,-4.958631,-9.12334,165.6333333
15.40398117,7.206779,2.98147,0.9170654,-2.562362,-4.945134,-4.945134,-9.122119,165.6666667
15.40498117,7.185336,2.984766,0.914795,-2.577246,-4.96683,-4.96683,-9.111255,165.7
15.40776117,7.154053,2.979151,0.8833863,-2.59314,-4.977425,-4.977425,-9.149707,165.7333333
15.41030617,7.166667,2.987207,0.8893148,-2.601213,-4.965568,-4.965568,-9.130664,165.7666667
15.41492617,7.210816,3.009668,0.9150472,-2.556307,-4.93807,-4.93807,-9.104053,165.8
15.41791117,7.191138,2.980371,0.9205974,-2.578508,-4.956234,-4.956234,-9.123584,165.8333333
15.42133117,7.174236,2.977198,0.921102,-2.585824,-4.962288,-4.962288,-9.128222,165.8666667
15.42432117,7.216618,3.016993,0.9554119,-2.550757,-4.931763,-4.931763,-9.092334,165.9
15.42603117,7.156071,2.977442,0.8978923,-2.589356,-4.971623,-4.971623,-9.136523,165.9333333
15.42593617,7.177515,2.979883,0.9152995,-2.583301,-4.962793,-4.962793,-9.135791,165.9666667
15.42603617,7.190381,2.994776,0.9197144,-2.563119,-4.946143,-4.946143,-9.110156,166
15.42619117,7.186975,3.000391,0.9089926,-2.562362,-4.951693,-4.951693,-9.111621,166.0333333
15.42546117,7.205266,3.010645,0.9248862,-2.553027,-4.927474,-4.927474,-9.099658,166.0666667
15.42508617,7.192148,3.001368,0.914795,-2.559082,-4.944377,-4.944377,-9.113818,166.1
15.42583117,7.177263,2.992579,0.9034424,-2.581535,-4.973641,-4.973641,-9.128711,166.1333333
15.42593617,7.209302,3.033594,0.9417889,-2.537134,-4.915112,-4.915112,-9.090625,166.1666667
15.42655617,7.214853,3.007471,0.9417887,-2.550379,-4.947909,-4.947909,-9.1104,166.2
15.42855617,7.221411,3.023584,0.9569256,-2.536125,-4.913347,-4.913347,-9.087817,166.2333333
15.43097617,7.179281,3.000635,0.9216065,-2.572958,-4.949675,-4.949675,-9.130298,166.2666667
15.43351117,7.174109,2.995752,0.9195883,-2.569678,-4.959514,-4.959514,-9.117236,166.3
