h_tot_m [mm],PT8_w_m [°C],PT6_m [°C],PT5_m [°C],PT4_m [°C],PT3_m [°C],PT3_m [°C],PT1_c_m [°C],time_h_m [h]
11.62138617,7.077612,2.856592,0.7157471,-2.420833,-4.78973,-4.78973,-9.047168,88.3
11.62489117,7.072567,2.840479,0.7200359,-2.414779,-4.794271,-4.794271,-9.061328,88.33333333
11.62937617,7.066765,2.858301,0.7202881,-2.428654,-4.78973,-4.78973,-9.062549,88.36666667
11.63364617,7.041032,2.817286,0.6965739,-2.437736,-4.808146,-4.808146,-9.064013,88.4
11.63731117,7.069035,2.846582,0.7139812,-2.40721,-4.781909,-4.781909,-9.045947,88.43333333
11.63889117,7.079631,2.852686,0.7225587,-2.397119,-4.775098,-4.775098,-9.060351,88.46666667
11.64035117,7.096533,2.857324,0.7434978,-2.390812,-4.756429,-4.756429,-9.043506,88.5
11.64049617,7.079631,2.835596,0.7089356,-2.415283,-4.792,-4.792,-9.071338,88.53333333
11.64092117,7.085181,2.840723,0.7286133,-2.413265,-4.778883,-4.778883,-9.046435,88.56666667
11.64141117,7.059196,2.816553,0.7066651,-2.423104,-4.82076,-4.82076,-9.078906,88.6
11.64169117,7.059701,2.816797,0.6945557,-2.430672,-4.809155,-4.809155,-9.064746,88.63333333
11.64218117,7.037249,2.803858,0.6705893,-2.44707,-4.822526,-4.822526,-9.096728,88.66666667
11.64472117,7.074837,2.845362,0.7081788,-2.418058,-4.796794,-4.796794,-9.077685,88.7
11.64806617,7.101327,2.873438,0.7429932,-2.38501,-4.773206,-4.773206,-9.044726,88.73333333
11.65173617,7.09502,2.852564,0.7399659,-2.414905,-4.786703,-4.786703,-9.042773,88.76666667
11.65614617,7.056926,2.822412,0.6983399,-2.440763,-4.810417,-4.810417,-9.084888,88.8
11.65850617,7.071558,2.854639,0.727478,-2.414022,-4.785946,-4.785946,-9.061816,88.83333333
11.66186617,7.083289,2.851709,0.7354248,-2.397624,-4.773332,-4.773332,-9.046435,88.86666667
11.66607117,7.068279,2.841944,0.7240723,-2.407967,-4.778378,-4.778378,-9.071582,88.9
11.66934117,7.071558,2.840967,0.7263429,-2.417049,-4.782161,-4.782161,-9.060596,88.93333333
11.67198117,7.080388,2.86001,0.7384522,-2.397876,-4.775855,-4.775855,-9.052539,88.96666667
11.67380617,7.072819,2.846827,0.7228109,-2.425375,-4.783802,-4.783802,-9.052783,89
11.67510117,7.071306,2.839746,0.7157471,-2.401282,-4.7809,-4.7809,-9.055957,89.03333333
11.67611117,7.080388,2.832788,0.725586,-2.405949,-4.790991,-4.790991,-9.052295,89.06666667
11.67605117,7.084172,2.860743,0.7327759,-2.414526,-4.777621,-4.777621,-9.048266,89.1
11.67589117,7.088208,2.828028,0.7258382,-2.418311,-4.784937,-4.784937,-9.070117,89.13333333
11.67690617,7.080136,2.8417,0.7212973,-2.417554,-4.782162,-4.782162,-9.059131,89.16666667
11.67703117,7.07736,2.838526,0.7278566,-2.398885,-4.779639,-4.779639,-9.047412,89.2
11.67895617,7.084424,2.837549,0.7149903,-2.401156,-4.803101,-4.803101,-9.061572,89.23333333
11.68237117,7.087452,2.854151,0.7197835,-2.40721,-4.789099,-4.789099,-9.048388,89.26666667
11.68603117,7.096534,2.847803,0.7286134,-2.395227,-4.769422,-4.769422,-9.057666,89.3
11.69010117,7.084172,2.825098,0.7114584,-2.436979,-4.805119,-4.805119,-9.075732,89.33333333
11.69447117,7.106373,2.869043,0.7530844,-2.393587,-4.770557,-4.770557,-9.023364,89.36666667
11.69917617,7.092749,2.853418,0.7361817,-2.402669,-4.787207,-4.787207,-9.048877,89.4
11.70338617,7.086695,2.839746,0.7245769,-2.415283,-4.783171,-4.783171,-9.067187,89.43333333
11.70919617,7.079379,2.857813,0.7286134,-2.414022,-4.786703,-4.786703,-9.052051,89.46666667
11.71173617,7.048853,2.830225,0.7071697,-2.451107,-4.808903,-4.808903,-9.073047,89.5
11.71521117,7.066008,2.830469,0.710197,-2.440259,-4.800578,-4.800578,-9.079394,89.53333333
11.71681117,7.082154,2.859766,0.7286134,-2.405066,-4.777369,-4.777369,-9.052051,89.56666667
11.71735117,7.073576,2.864649,0.725586,-2.413013,-4.786198,-4.786198,-9.05376,89.6
11.71891117,7.034725,2.823633,0.6935466,-2.445305,-4.820256,-4.820256,-9.078296,89.63333333
11.71867617,7.06954,2.835596,0.7248291,-2.424365,-4.792253,-4.792253,-9.073901,89.66666667
11.71870617,7.099939,2.847071,0.7412273,-2.402165,-4.773837,-4.773837,-9.042773,89.7
11.71889617,7.050367,2.825342,0.6940512,-2.438998,-4.816219,-4.816219,-9.098926,89.73333333
11.71921117,7.069792,2.82876,0.7031332,-2.4226,-4.796794,-4.796794,-9.078174,89.76666667
11.72156617,7.066008,2.841211,0.7220541,-2.419572,-4.790739,-4.790739,-9.064013,89.8
11.72486617,7.069288,2.839991,0.7109539,-2.423861,-4.81294,-4.81294,-9.078174,89.83333333
11.72795117,7.062728,2.854395,0.7142335,-2.425122,-4.795784,-4.795784,-9.072558,89.86666667
11.73250117,7.090479,2.830957,0.7197836,-2.412256,-4.806381,-4.806381,-9.062304,89.9
11.73661117,7.074838,2.850733,0.7308838,-2.424113,-4.791496,-4.791496,-9.076831,89.93333333
11.74091617,7.070423,2.835108,0.7134766,-2.442025,-4.803353,-4.803353,-9.06914,89.96666667
11.74514617,7.076603,2.851221,0.7245769,-2.406958,-4.784937,-4.784937,-9.056933,90
11.74861117,7.065251,2.829004,0.7127197,-2.431681,-4.799317,-4.799317,-9.06914,90.03333333
11.75247117,7.083668,2.842432,0.7165039,-2.407463,-4.781405,-4.781405,-9.065967,90.06666667
11.75518617,7.085938,2.864893,0.731893,-2.407211,-4.766268,-4.766268,-9.071582,90.1
11.75662617,7.045825,2.818995,0.6877441,-2.436475,-4.828833,-4.828833,-9.099414,90.13333333
11.75750117,7.090479,2.854761,0.7276042,-2.425375,-4.805119,-4.805119,-9.057666,90.16666667
11.75771617,7.072819,2.834131,0.7117106,-2.43042,-4.806381,-4.806381,-9.076465,90.2
11.75779117,7.087073,2.868799,0.7407227,-2.416797,-4.782162,-4.782162,-9.059131,90.23333333
11.75787617,7.078117,2.858789,0.7205405,-2.392831,-4.783171,-4.783171,-9.072558,90.26666667
11.75810117,7.077865,2.852686,0.7354249,-2.405192,-4.785441,-4.785441,-9.049609,90.3
11.76008117,7.095524,2.834864,0.7223064,-2.425122,-4.781405,-4.781405,-9.066699,90.33333333
11.76251117,7.084929,2.864405,0.7296224,-2.406706,-4.792505,-4.792505,-9.063281,90.36666667
11.76567617,7.096533,2.881006,0.7432455,-2.388794,-4.780396,-4.780396,-9.044971,90.4
11.76976617,7.090731,2.847437,0.7192791,-2.422095,-4.783927,-4.783927,-9.052539,90.43333333
11.77327117,7.088461,2.864893,0.733659,-2.410995,-4.782666,-4.782666,-9.051196,90.46666667
11.77637117,7.105616,2.88711,0.7585083,-2.377442,-4.760718,-4.760718,-9.020068,90.5
11.77935617,7.082532,2.857569,0.7260906,-2.414274,-4.793766,-4.793766,-9.066455,90.53333333
11.78259117,7.072063,2.835108,0.705656,-2.43042,-4.796037,-4.796037,-9.082568,90.56666667
11.78621617,7.076351,2.840967,0.7281088,-2.423356,-4.810165,-4.810165,-9.068652,90.6
11.78890117,7.068279,2.848047,0.7064128,-2.427645,-4.807642,-4.807642,-9.070849,90.63333333
11.78986617,7.060962,2.840479,0.7180176,-2.428906,-4.809912,-4.809912,-9.078662,90.66666667
11.79099617,7.084929,2.84231,0.731893,-2.418311,-4.79528,-4.79528,-9.073779,90.7
11.79169117,7.079379,2.859155,0.7326498,-2.41049,-4.777621,-4.777621,-9.044482,90.73333333
11.79118617,7.086695,2.863916,0.7452637,-2.410995,-4.776864,-4.776864,-9.05376,90.76666667
11.79173117,7.067017,2.846582,0.7248291,-2.417554,-4.788973,-4.788973,-9.065967,90.8
11.79178617,7.08947,2.846827,0.7376954,-2.425122,-4.799064,-4.799064,-9.051318,90.83333333
11.79322617,7.11167,2.88711,0.7551026,-2.40494,-4.774089,-4.774089,-9.039111,90.86666667
11.79574617,7.111671,2.880274,0.7493002,-2.392326,-4.776107,-4.776107,-9.050342,90.9
11.79931617,7.0872,2.859766,0.7291179,-2.408472,-4.800578,-4.800578,-9.069873,90.93333333
11.80410117,7.095777,2.860498,0.7351726,-2.392957,-4.761096,-4.761096,-9.041308,90.96666667
11.80908117,7.082659,2.83938,0.7197836,-2.423861,-4.805624,-4.805624,-9.068652,91
11.81523117,7.073324,2.8417,0.7137289,-2.445557,-4.798055,-4.798055,-9.073169,91.03333333
11.82111117,7.077991,2.864893,0.739209,-2.400399,-4.780144,-4.780144,-9.040332,91.06666667
11.82544617,7.088587,2.863184,0.7293702,-2.43042,-4.803858,-4.803858,-9.070605,91.1
11.82782117,7.075594,2.837305,0.7223063,-2.411752,-4.794019,-4.794019,-9.081592,91.13333333
11.82910117,7.063233,2.842432,0.696574,-2.453882,-4.818238,-4.818238,-9.092578,91.16666667
11.83017117,7.128068,2.906641,0.7878988,-2.356502,-4.73877,-4.73877,-9.018603,91.2
11.83089117,7.113436,2.88418,0.7669597,-2.391822,-4.764502,-4.764502,-9.033496,91.23333333
11.83100117,7.088461,2.854028,0.7245769,-2.409607,-4.78645,-4.78645,-9.066211,91.26666667
11.83099617,7.110914,2.868799,0.7571208,-2.400399,-4.769296,-4.769296,-9.042773,91.3
11.83137117,7.090731,2.858057,0.7426147,-2.406201,-4.785694,-4.785694,-9.06438,91.33333333
11.83115117,7.090478,2.859766,0.7419841,-2.408472,-4.794019,-4.794019,-9.061328,91.36666667
11.83209617,7.097543,2.83584,0.7215495,-2.432186,-4.796037,-4.796037,-9.06914,91.4
11.83350117,7.093254,2.859766,0.7359294,-2.419068,-4.784685,-4.784685,-9.06206,91.43333333
11.83487617,7.103598,2.878321,0.7467774,-2.398128,-4.77207,-4.77207,-9.052051,91.46666667
11.83738617,7.104102,2.860498,0.7440023,-2.406454,-4.775476,-4.775476,-9.044726,91.5
11.84060617,7.075594,2.837549,0.7220541,-2.457288,-4.800074,-4.800074,-9.09331,91.53333333
11.84314617,7.073828,2.851465,0.7258382,-2.427645,-4.808903,-4.808903,-9.080859,91.56666667
11.84631617,7.114445,2.877344,0.7501831,-2.405697,-4.769296,-4.769296,-9.043506,91.6
11.84983117,7.093506,2.871485,0.7471558,-2.41276,-4.789478,-4.789478,-9.046191,91.63333333
11.85549117,7.064242,2.844385,0.7253337,-2.438241,-4.812687,-4.812687,-9.076465,91.66666667
11.85971617,7.051123,2.840967,0.6910238,-2.46145,-4.837411,-4.837411,-9.100879,91.7
11.86290617,7.099561,2.857569,0.7427409,-2.407967,-4.773837,-4.773837,-9.050586,91.73333333
11.86501117,7.075846,2.83584,0.7240723,-2.42159,-4.787712,-4.787712,-9.075488,91.76666667
11.86589117,7.091993,2.858545,0.7422364,-2.420203,-4.779261,-4.779261,-9.043262,91.8
11.86616617,7.090227,2.862085,0.7510661,-2.421338,-4.808903,-4.808903,-9.050342,91.83333333
11.86661117,7.089974,2.85586,0.7475343,-2.419572,-4.791748,-4.791748,-9.060351,91.86666667
11.87181117,7.090857,2.860498,0.7342896,-2.415031,-4.794775,-4.794775,-9.063037,91.9
11.87205117,7.070423,2.818506,0.7076742,-2.443286,-4.805876,-4.805876,-9.081103,91.93333333
11.87205617,7.104607,2.864649,0.7525797,-2.420833,-4.782162,-4.782162,-9.048388,91.96666667
11.87311117,7.072063,2.842676,0.7334066,-2.428906,-4.804866,-4.804866,-9.06914,92
11.87688617,7.056169,2.818018,0.6970785,-2.452873,-4.825049,-4.825049,-9.095263,92.03333333
11.88020117,7.085181,2.858301,0.739209,-2.41932,-4.803479,-4.803479,-9.078662,92.06666667
11.88342117,7.096533,2.854028,0.7356772,-2.431934,-4.813192,-4.813192,-9.061328,92.1
11.88691617,7.079126,2.846704,0.7298748,-2.431177,-4.804362,-4.804362,-9.076831,92.13333333
11.89033617,7.109652,2.877588,0.7339112,-2.413517,-4.778378,-4.778378,-9.057055,92.16666667
11.89307117,7.084424,2.860743,0.745516,-2.432691,-4.808146,-4.808146,-9.064013,92.2
11.89705617,7.088713,2.873438,0.7493002,-2.410238,-4.777621,-4.777621,-9.052783,92.23333333
11.89974117,7.060962,2.839014,0.7061605,-2.437989,-4.809156,-4.809156,-9.092822,92.26666667
11.90047617,7.081144,2.856104,0.7278565,-2.435213,-4.796542,-4.796542,-9.075244,92.3
11.90138617,7.075342,2.843653,0.7245769,-2.424365,-4.803101,-4.803101,-9.073047,92.33333333
11.90154617,7.1205,2.897852,0.767212,-2.372144,-4.767908,-4.767908,-9.023242,92.36666667
11.90201617,7.086442,2.870508,0.7389567,-2.422095,-4.778378,-4.778378,-9.066455,92.4
11.90268617,7.085686,2.839258,0.7142335,-2.427393,-4.799317,-4.799317,-9.071704,92.43333333
11.90321117,7.071179,2.836329,0.7289917,-2.429159,-4.814705,-4.814705,-9.062549,92.46666667
11.90299617,7.095524,2.859766,0.731893,-2.414274,-4.791244,-4.791244,-9.063769,92.5
11.90572117,7.084677,2.850245,0.7157471,-2.42159,-4.790739,-4.790739,-9.075244,92.53333333
11.90960617,7.104102,2.877588,0.7525797,-2.396362,-4.777873,-4.777873,-9.053027,92.56666667
11.91345117,7.089722,2.869287,0.7389567,-2.421338,-4.790739,-4.790739,-9.061816,92.6
11.91733617,7.108643,2.857325,0.7387045,-2.431177,-4.817481,-4.817481,-9.068896,92.63333333
11.92075617,7.102588,2.878931,0.7270997,-2.418311,-4.787207,-4.787207,-9.049365,92.66666667
11.92492117,7.103597,2.889795,0.7503093,-2.402417,-4.780396,-4.780396,-9.036548,92.7
11.92829617,7.068531,2.863916,0.7259644,-2.428402,-4.804615,-4.804615,-9.090869,92.73333333
11.93213117,7.086316,2.842188,0.734668,-2.431429,-4.796794,-4.796794,-9.061084,92.76666667
11.93555117,7.093254,2.861963,0.7465251,-2.420581,-4.794019,-4.794019,-9.063281,92.8
11.93656117,7.110157,2.870996,0.7422364,-2.426383,-4.788973,-4.788973,-9.052051,92.83333333
11.93681117,7.082154,2.858545,0.7414796,-2.423104,-4.802849,-4.802849,-9.066943,92.86666667
11.93684617,7.131348,2.887842,0.7709962,-2.398633,-4.75315,-4.75315,-9.034961,92.9
11.93697617,7.092749,2.86355,0.7422364,-2.424365,-4.792253,-4.792253,-9.046924,92.93333333
11.93745617,7.077108,2.862818,0.7207927,-2.441268,-4.803606,-4.803606,-9.06499,92.96666667
11.93681617,7.089218,2.858789,0.7452637,-2.400903,-4.774846,-4.774846,-9.054126,93
11.93757117,7.106751,2.8771,0.7485433,-2.402922,-4.777621,-4.777621,-9.052051,93.03333333
11.93972617,7.096533,2.864649,0.7323976,-2.426131,-4.790991,-4.790991,-9.053515,93.06666667
11.94248617,7.090984,2.845118,0.7273519,-2.422095,-4.800074,-4.800074,-9.076221,93.1
11.94621117,7.099561,2.869532,0.7381999,-2.440006,-4.800074,-4.800074,-9.064258,93.13333333
11.94979617,7.093254,2.85293,0.7402182,-2.439502,-4.807642,-4.807642,-9.06914,93.16666667
11.95451117,7.08947,2.869287,0.7270997,-2.409229,-4.81521,-4.81521,-9.058642,93.2
11.95815617,7.103345,2.881128,0.7515707,-2.413013,-4.7809,-4.7809,-9.053271,93.23333333
11.96197617,7.109148,2.900293,0.7727621,-2.388542,-4.768286,-4.768286,-9.017505,93.26666667
11.96709117,7.091236,2.852198,0.7316406,-2.414022,-4.789478,-4.789478,-9.073779,93.3
11.97091617,7.089974,2.85708,0.7298748,-2.437484,-4.794019,-4.794019,-9.069385,93.33333333
11.97258617,7.098804,2.869287,0.7432455,-2.409481,-4.793514,-4.793514,-9.051318,93.36666667
11.97392117,7.09502,2.874414,0.7482911,-2.409229,-4.798308,-4.798308,-9.058642,93.4
11.97441117,7.094011,2.85586,0.7263429,-2.417049,-4.796794,-4.796794,-9.055469,93.43333333
11.97494117,7.099561,2.876123,0.7470297,-2.40885,-4.795533,-4.795533,-9.055469,93.46666667
11.97492617,7.096029,2.862085,0.7417318,-2.424744,-4.801335,-4.801335,-9.062549,93.5
11.97499617,7.101579,2.864405,0.7394614,-2.426888,-4.81521,-4.81521,-9.079028,93.53333333
11.97569617,7.113941,2.865625,0.7426147,-2.422852,-4.789478,-4.789478,-9.042773,93.56666667
11.97741617,7.098047,2.86709,0.7326498,-2.440007,-4.803857,-4.803857,-9.064502,93.6
11.97984117,7.09502,2.871241,0.7424887,-2.415031,-4.793766,-4.793766,-9.044726,93.63333333
11.98265117,7.101831,2.859278,0.7508139,-2.406958,-4.791749,-4.791749,-9.059375,93.66666667
11.98727117,7.0983,2.890772,0.7644369,-2.386776,-4.770052,-4.770052,-9.031054,93.7
11.99064617,7.088965,2.853662,0.7283611,-2.420833,-4.804236,-4.804236,-9.065234,93.73333333
11.99517117,7.099308,2.861353,0.7283611,-2.432312,-4.796037,-4.796037,-9.086474,93.76666667
11.99999117,7.10713,2.875269,0.7604005,-2.42487,-4.803606,-4.803606,-9.052539,93.8
12.00408617,7.126807,2.886621,0.7668335,-2.408472,-4.781909,-4.781909,-9.029956,93.83333333
12.00747117,7.108643,2.880274,0.7448853,-2.408724,-4.791749,-4.791749,-9.048633,93.86666667
12.00873117,7.100065,2.853174,0.7495524,-2.426888,-4.797298,-4.797298,-9.055713,93.9
12.01027617,7.093002,2.869043,0.7432455,-2.418059,-4.792001,-4.792001,-9.057666,93.93333333
12.01038617,7.117473,2.892725,0.7702393,-2.398633,-4.769548,-4.769548,-9.046191,93.96666667
12.01064117,7.101327,2.863184,0.7419841,-2.427897,-4.803353,-4.803353,-9.064258,94
12.01020617,7.117977,2.877832,0.7656983,-2.407336,-4.780017,-4.780017,-9.055224,94.03333333
12.01057117,7.109905,2.871607,0.7369385,-2.419824,-4.80638,-4.80638,-9.061328,94.06666667
12.01071117,7.109148,2.87295,0.7545981,-2.415788,-4.801839,-4.801839,-9.05083,94.1
12.01258117,7.11886,2.880518,0.7452637,-2.409229,-4.788973,-4.788973,-9.041553,94.13333333
12.01543617,7.146233,2.905664,0.7823487,-2.382487,-4.758448,-4.758448,-9.025195,94.16666667
12.01822117,7.122014,2.891016,0.7725098,-2.398128,-4.778378,-4.778378,-9.022754,94.2
12.02131117,7.127059,2.887842,0.77806,-2.393587,-4.767025,-4.767025,-9.046924,94.23333333
12.02622617,7.088965,2.868311,0.7482911,-2.433447,-4.790487,-4.790487,-9.069629,94.26666667
12.03067617,7.113689,2.880762,0.7523275,-2.391821,-4.778882,-4.778882,-9.045703,94.3
12.03344617,7.091236,2.837915,0.7306316,-2.455396,-4.82076,-4.82076,-9.09209,94.33333333
12.03745117,7.084677,2.885889,0.7528321,-2.425627,-4.789478,-4.789478,-9.048266,94.36666667
12.04093117,7.095524,2.872217,0.7467774,-2.418311,-4.802848,-4.802848,-9.058154,94.4
12.04246617,7.107886,2.875635,0.737443,-2.425375,-4.805624,-4.805624,-9.053027,94.43333333
12.04332617,7.09502,2.86709,0.7495525,-2.428149,-4.794775,-4.794775,-9.056689,94.46666667
12.04377617,7.094263,2.871485,0.7482911,-2.420581,-4.789478,-4.789478,-9.066943,94.5
12.04363117,7.105616,2.873438,0.7556071,-2.419824,-4.796289,-4.796289,-9.061084,94.53333333
12.04444117,7.123275,2.893213,0.7767985,-2.399137,-4.778503,-4.778503,-9.048877,94.56666667
12.04416117,7.125546,2.868677,0.7611573,-2.440637,-4.789478,-4.789478,-9.045459,94.6
12.04454117,7.122266,2.879663,0.7493002,-2.409986,-4.777369,-4.777369,-9.044726,94.63333333
12.04582617,7.096533,2.863428,0.7278565,-2.433952,-4.809408,-4.809408,-9.079028,94.66666667
12.04852617,7.107129,2.856104,0.721045,-2.443791,-4.794775,-4.794775,-9.060596,94.7
12.05280117,7.066765,2.839746,0.7094402,-2.452116,-4.824544,-4.824544,-9.083056,94.73333333
12.05667117,7.129077,2.890039,0.760905,-2.414779,-4.775602,-4.775602,-9.04375,94.76666667
12.06016117,7.0872,2.870752,0.7447591,-2.431681,-4.810669,-4.810669,-9.065967,94.8
12.06371617,7.101831,2.868067,0.7505615,-2.431429,-4.788721,-4.788721,-9.062304,94.83333333
12.06876617,7.114445,2.880762,0.7707438,-2.420203,-4.780396,-4.780396,-9.05791,94.86666667
12.07338117,7.121761,2.88479,0.760905,-2.426888,-4.785441,-4.785441,-9.046435,94.9
12.07789617,7.115454,2.894922,0.7679688,-2.41049,-4.769548,-4.769548,-9.038013,94.93333333
12.07953117,7.107508,2.881006,0.7615356,-2.41276,-4.783928,-4.783928,-9.051806,94.96666667
12.08030117,7.096533,2.889795,0.7462729,-2.394849,-4.792253,-4.792253,-9.061328,95
12.08047117,7.10284,2.868555,0.7354248,-2.422599,-4.794271,-4.794271,-9.066699,95.03333333
12.08194117,7.112175,2.890772,0.7604005,-2.418563,-4.787964,-4.787964,-9.048388,95.06666667
12.08152117,7.096029,2.877832,0.7432454,-2.418311,-4.801839,-4.801839,-9.065722,95.1
12.08155117,7.08064,2.851221,0.7291179,-2.456657,-4.819751,-4.819751,-9.083545,95.13333333
12.08196617,7.109652,2.881494,0.7530844,-2.417932,-4.796542,-4.796542,-9.056933,95.16666667
12.08344617,7.136646,2.888086,0.7737712,-2.42159,-4.786703,-4.786703,-9.039477,95.2
12.08620117,7.108895,2.855371,0.760022,-2.432186,-4.806885,-4.806885,-9.071338,95.23333333
12.08922117,7.119617,2.884424,0.7601481,-2.427897,-4.783928,-4.783928,-9.071582,95.26666667
12.09195117,7.108139,2.889063,0.7712484,-2.418815,-4.7698,-4.7698,-9.048633,95.3
12.09593117,7.124537,2.900049,0.773519,-2.388794,-4.781405,-4.781405,-9.030322,95.33333333
12.10015117,7.09174,2.85293,0.74375,-2.441772,-4.81849,-4.81849,-9.069385,95.36666667
12.10396617,7.089722,2.881495,0.7432455,-2.438241,-4.810291,-4.810291,-9.06499,95.4
12.10863117,7.100066,2.872461,0.747282,-2.417932,-4.789099,-4.789099,-9.059131,95.43333333
12.11101117,7.079126,2.864649,0.7321452,-2.444043,-4.831861,-4.831861,-9.082324,95.46666667
12.11274617,7.105363,2.88418,0.760022,-2.432186,-4.801587,-4.801587,-9.049731,95.5
12.11328117,7.108643,2.883936,0.7902954,-2.418311,-4.794775,-4.794775,-9.048388,95.53333333
12.11375117,7.094768,2.862696,0.7298748,-2.447575,-4.805876,-4.805876,-9.075732,95.56666667
12.11403117,7.084677,2.841455,0.7177653,-2.4559,-4.816724,-4.816724,-9.083056,95.6
12.11379117,7.101831,2.86294,0.747282,-2.433447,-4.805876,-4.805876,-9.070849,95.63333333
12.11405117,7.121257,2.888575,0.7745281,-2.413517,-4.782918,-4.782918,-9.046435,95.66666667
12.11423617,7.095524,2.840479,0.731893,-2.460315,-4.819751,-4.819751,-9.084033,95.7
12.11663117,7.067269,2.844873,0.7205403,-2.462964,-4.842961,-4.842961,-9.076465,95.73333333
12.11954617,7.105363,2.841944,0.7460206,-2.446566,-4.809408,-4.809408,-9.077197,95.76666667
12.12142617,7.109021,2.878321,0.7569947,-2.423861,-4.808399,-4.808399,-9.054004,95.8
12.12525617,7.120374,2.881495,0.7558594,-2.410238,-4.774089,-4.774089,-9.041553,95.83333333
12.12911117,7.108896,2.871729,0.7545981,-2.428654,-4.783676,-4.783676,-9.054004,95.86666667
12.13277117,7.098047,2.874414,0.7508139,-2.431681,-4.799821,-4.799821,-9.055957,95.9
12.13693117,7.12933,2.907373,0.7810873,-2.387028,-4.756429,-4.756429,-9.032275,95.93333333
12.14054617,7.105616,2.883204,0.7533367,-2.425879,-4.797424,-4.797424,-9.06206,95.96666667
12.14408617,7.101831,2.873804,0.7480388,-2.428149,-4.804362,-4.804362,-9.061572,96
12.14554617,7.089722,2.84707,0.7399659,-2.428654,-4.811426,-4.811426,-9.080493,96.03333333
12.14609617,7.107382,2.877344,0.7520752,-2.429663,-4.793514,-4.793514,-9.058154,96.06666667
12.14642617,7.108264,2.868555,0.7833578,-2.432943,-4.800578,-4.800578,-9.043017,96.1
12.14692117,7.074837,2.850733,0.7288656,-2.438745,-4.834131,-4.834131,-9.077441,96.13333333
12.14640117,7.101075,2.869532,0.7498047,-2.441016,-4.797803,-4.797803,-9.059619,96.16666667
12.14686617,7.090227,2.847803,0.7351726,-2.449089,-4.813444,-4.813444,-9.090381,96.2
12.14761117,7.088713,2.860743,0.7268474,-2.446566,-4.822779,-4.822779,-9.082324,96.23333333
12.15094117,7.095524,2.855616,0.737443,-2.452368,-4.795532,-4.795532,-9.075,96.26666667
12.15416117,7.096282,2.860254,0.7619141,-2.444295,-4.806128,-4.806128,-9.075244,96.3
12.15639617,7.127564,2.886621,0.7706177,-2.402922,-4.773332,-4.773332,-9.029223,96.33333333
12.16004117,7.099561,2.859034,0.7403443,-2.43925,-4.809408,-4.809408,-9.067187,96.36666667
12.16389617,7.084929,2.872217,0.7243245,-2.450602,-4.811931,-4.811931,-9.068408,96.4
12.16726617,7.131601,2.891993,0.7697348,-2.406454,-4.777369,-4.777369,-9.033496,96.43333333
12.17092617,7.103598,2.881739,0.7619141,-2.418563,-4.787964,-4.787964,-9.052783,96.46666667
12.17349617,7.104859,2.887354,0.7548503,-2.429915,-4.804867,-4.804867,-9.061084,96.5
12.17578117,7.091993,2.871485,0.7369385,-2.417932,-4.812561,-4.812561,-9.075488,96.53333333
12.17725117,7.116211,2.884058,0.7694824,-2.406958,-4.810669,-4.810669,-9.048388,96.56666667
12.17805117,7.093002,2.865381,0.7571208,-2.43597,-4.806128,-4.806128,-9.057788,96.6
12.17814617,7.093128,2.882715,0.7418579,-2.432438,-4.814453,-4.814453,-9.073535,96.63333333
12.17798617,7.107508,2.883936,0.7720053,-2.432691,-4.784432,-4.784432,-9.052783,96.66666667
12.17844117,7.094263,2.867579,0.7387044,-2.449593,-4.812687,-4.812687,-9.088672,96.7
12.17881117,7.100066,2.866846,0.7503093,-2.438745,-4.803858,-4.803858,-9.062793,96.73333333
12.17993117,7.093759,2.882471,0.7440023,-2.436727,-4.812435,-4.812435,-9.068896,96.76666667
12.18260617,7.119238,2.870752,0.7604005,-2.425375,-4.778125,-4.778125,-9.057422,96.8
12.18547117,7.108643,2.883692,0.7641847,-2.428528,-4.80083,-4.80083,-9.050097,96.83333333
12.18934617,7.092245,2.849268,0.7427409,-2.437232,-4.803857,-4.803857,-9.081347,96.86666667
12.19410617,7.11495,2.880518,0.7585083,-2.417554,-4.782666,-4.782666,-9.051929,96.9
12.19839617,7.114697,2.899561,0.7752848,-2.40822,-4.761727,-4.761727,-9.037402,96.93333333
12.20267117,7.104102,2.875879,0.76368,-2.426636,-4.808903,-4.808903,-9.064258,96.96666667
12.20677617,7.09174,2.860498,0.7513185,-2.462712,-4.815715,-4.815715,-9.078662,97
12.21073617,7.097795,2.87002,0.756364,-2.429916,-4.79856,-4.79856,-9.066455,97.03333333
12.21194117,7.100822,2.877344,0.7427409,-2.418311,-4.790235,-4.790235,-9.074756,97.06666667
12.21331117,7.119996,2.900537,0.7788168,-2.433826,-4.784936,-4.784936,-9.053027,97.1
12.21335617,7.107634,2.885889,0.7649415,-2.424113,-4.792505,-4.792505,-9.051074,97.13333333
12.21403117,7.09174,2.871729,0.7407227,-2.43925,-4.806885,-4.806885,-9.079761,97.16666667
12.21429117,7.07837,2.86001,0.7263428,-2.454891,-4.816472,-4.816472,-9.097949,97.2
12.21432117,7.0983,2.888086,0.7402182,-2.436222,-4.805624,-4.805624,-9.075,97.23333333
12.21477117,7.126302,2.898829,0.7858806,-2.420581,-4.787712,-4.787712,-9.043506,97.26666667
12.21522117,7.118734,2.886133,0.7656983,-2.430672,-4.801335,-4.801335,-9.056689,97.3
12.21698617,7.113689,2.874903,0.7530844,-2.443791,-4.813192,-4.813192,-9.078662,97.33333333
