h_tot_m [mm],PT8_c_m,PT6_m,PT5_m,PT4_m,PT3_m,PT3_m,PT1_w_m,time_h_m [h]
17.282,6.799,2.565,-0.2,-3.798,-6.463,-6.463,-11.491,238.8666667
17.283,6.783,2.538,-0.219,-3.81,-6.491,-6.491,-11.489,238.9
17.283,6.791,2.528,-0.217,-3.825,-6.501,-6.501,-11.492,238.9333333
17.282,6.822,2.588,-0.173,-3.777,-6.444,-6.444,-11.477,238.9666667
17.282,6.802,2.567,-0.207,-3.8,-6.467,-6.467,-11.473,239
17.283,6.812,2.59,-0.174,-3.765,-6.452,-6.452,-11.456,239.0333333
17.284,6.827,2.57,-0.192,-3.795,-6.46,-6.46,-11.46,239.0666667
17.285,6.819,2.571,-0.171,-3.789,-6.464,-6.464,-11.467,239.1
17.285,6.787,2.55,-0.214,-3.798,-6.488,-6.488,-11.485,239.1333333
17.285,6.829,2.553,-0.199,-3.795,-6.459,-6.459,-11.481,239.1666667
17.285,6.813,2.558,-0.198,-3.807,-6.472,-6.472,-11.483,239.2
17.286,6.802,2.549,-0.22,-3.812,-6.484,-6.484,-11.492,239.2333333
17.286,6.812,2.558,-0.194,-3.793,-6.463,-6.463,-11.494,239.2666667
17.287,6.811,2.568,-0.2,-3.787,-6.465,-6.465,-11.486,239.3
17.287,6.824,2.57,-0.2,-3.794,-6.462,-6.462,-11.471,239.3333333
17.287,6.82,2.564,-0.202,-3.798,-6.469,-6.469,-11.484,239.3666667
17.288,6.801,2.545,-0.206,-3.802,-6.486,-6.486,-11.496,239.4
17.288,6.799,2.579,-0.204,-3.793,-6.467,-6.467,-11.469,239.4333333
17.288,6.836,2.586,-0.17,-3.793,-6.449,-6.449,-11.463,239.4666667
17.289,6.804,2.569,-0.197,-3.803,-6.46,-6.46,-11.487,239.5
17.289,6.804,2.573,-0.189,-3.793,-6.444,-6.444,-11.469,239.5333333
17.29,6.801,2.554,-0.201,-3.796,-6.477,-6.477,-11.456,239.5666667
17.29,6.781,2.552,-0.213,-3.806,-6.484,-6.484,-11.497,239.6
17.291,6.781,2.511,-0.242,-3.807,-6.482,-6.482,-11.511,239.6333333
17.291,6.804,2.553,-0.208,-3.83,-6.469,-6.469,-11.497,239.6666667
17.292,6.795,2.542,-0.212,-3.809,-6.475,-6.475,-11.493,239.7
17.293,6.812,2.567,-0.187,-3.806,-6.468,-6.468,-11.464,239.7333333
17.293,6.783,2.529,-0.234,-3.828,-6.5,-6.5,-11.511,239.7666667
17.294,6.782,2.535,-0.23,-3.827,-6.493,-6.493,-11.493,239.8
17.295,6.804,2.553,-0.233,-3.818,-6.489,-6.489,-11.495,239.8333333
17.295,6.801,2.548,-0.217,-3.813,-6.463,-6.463,-11.487,239.8666667
17.296,6.793,2.564,-0.218,-3.807,-6.452,-6.452,-11.489,239.9
17.296,6.782,2.546,-0.229,-3.821,-6.49,-6.49,-11.496,239.9333333
17.297,6.809,2.578,-0.189,-3.778,-6.434,-6.434,-11.467,239.9666667
17.298,6.813,2.548,-0.217,-3.812,-6.47,-6.47,-11.5,240
17.299,6.773,2.545,-0.216,-3.803,-6.475,-6.475,-11.493,240.0333333
17.3,6.812,2.553,-0.204,-3.789,-6.465,-6.465,-11.486,240.0666667
17.301,6.81,2.575,-0.198,-3.793,-6.454,-6.454,-11.478,240.1
17.303,6.762,2.517,-0.263,-3.846,-6.524,-6.524,-11.537,240.1333333
17.303,6.83,2.582,-0.185,-3.783,-6.456,-6.456,-11.474,240.1666667
17.304,6.822,2.579,-0.197,-3.787,-6.442,-6.442,-11.467,240.2
17.304,6.79,2.548,-0.21,-3.816,-6.492,-6.492,-11.497,240.2333333
17.305,6.804,2.546,-0.207,-3.807,-6.465,-6.465,-11.488,240.2666667
17.306,6.829,2.573,-0.181,-3.804,-6.471,-6.471,-11.467,240.3
17.307,6.812,2.555,-0.197,-3.823,-6.473,-6.473,-11.478,240.3333333
17.309,6.786,2.532,-0.235,-3.816,-6.482,-6.482,-11.479,240.3666667
17.309,6.77,2.537,-0.24,-3.835,-6.497,-6.497,-11.514,240.4
17.31,6.798,2.554,-0.216,-3.809,-6.485,-6.485,-11.5,240.4333333
17.311,6.801,2.567,-0.197,-3.796,-6.47,-6.47,-11.462,240.4666667
17.312,6.801,2.524,-0.22,-3.823,-6.493,-6.493,-11.482,240.5
17.314,6.83,2.608,-0.162,-3.772,-6.436,-6.436,-11.453,240.5333333
17.314,6.782,2.529,-0.222,-3.827,-6.479,-6.479,-11.506,240.5666667
17.315,6.823,2.571,-0.188,-3.779,-6.465,-6.465,-11.468,240.6
17.316,6.817,2.583,-0.177,-3.786,-6.443,-6.443,-11.451,240.6333333
17.317,6.814,2.553,-0.209,-3.825,-6.481,-6.481,-11.491,240.6666667
17.317,6.811,2.572,-0.176,-3.782,-6.456,-6.456,-11.459,240.7
17.319,6.807,2.574,-0.179,-3.789,-6.461,-6.461,-11.469,240.7333333
17.319,6.81,2.556,-0.194,-3.799,-6.466,-6.466,-11.486,240.7666667
17.321,6.775,2.534,-0.254,-3.832,-6.499,-6.499,-11.515,240.8
17.322,6.789,2.522,-0.23,-3.828,-6.503,-6.503,-11.517,240.8333333
17.323,6.796,2.548,-0.201,-3.806,-6.483,-6.483,-11.498,240.8666667
17.324,6.789,2.547,-0.229,-3.816,-6.485,-6.485,-11.499,240.9
17.325,6.819,2.569,-0.197,-3.778,-6.445,-6.445,-11.471,240.9333333
17.325,6.796,2.553,-0.208,-3.834,-6.464,-6.464,-11.482,240.9666667
17.326,6.803,2.548,-0.211,-3.805,-6.476,-6.476,-11.491,241
17.326,6.804,2.555,-0.218,-3.816,-6.489,-6.489,-11.486,241.0333333
17.327,6.813,2.558,-0.199,-3.787,-6.463,-6.463,-11.462,241.0666667
17.328,6.792,2.548,-0.226,-3.833,-6.494,-6.494,-11.487,241.1
17.33,6.784,2.552,-0.202,-3.797,-6.487,-6.487,-11.491,241.1333333
17.331,6.811,2.575,-0.192,-3.772,-6.443,-6.443,-11.469,241.1666667
17.331,6.813,2.564,-0.206,-3.785,-6.472,-6.472,-11.461,241.2
17.332,6.821,2.582,-0.186,-3.78,-6.454,-6.454,-11.471,241.2333333
17.333,6.82,2.571,-0.195,-3.803,-6.466,-6.466,-11.483,241.2666667
17.334,6.799,2.56,-0.208,-3.809,-6.478,-6.478,-11.491,241.3
17.334,6.833,2.597,-0.17,-3.769,-6.458,-6.458,-11.459,241.3333333
17.335,6.812,2.583,-0.205,-3.79,-6.461,-6.461,-11.467,241.3666667
17.335,6.824,2.561,-0.211,-3.805,-6.488,-6.488,-11.478,241.4
17.336,6.818,2.573,-0.203,-3.801,-6.439,-6.439,-11.47,241.4333333
17.336,6.791,2.554,-0.225,-3.817,-6.476,-6.476,-11.491,241.4666667
17.337,6.833,2.576,-0.19,-3.772,-6.443,-6.443,-11.465,241.5
17.337,6.807,2.564,-0.222,-3.805,-6.495,-6.495,-11.487,241.5333333
17.339,6.8,2.563,-0.224,-3.817,-6.467,-6.467,-11.486,241.5666667
17.339,6.805,2.542,-0.203,-3.805,-6.466,-6.466,-11.487,241.6
17.339,6.819,2.572,-0.188,-3.792,-6.47,-6.47,-11.462,241.6333333
17.34,6.837,2.576,-0.185,-3.788,-6.442,-6.442,-11.444,241.6666667
17.339,6.801,2.563,-0.192,-3.788,-6.467,-6.467,-11.478,241.7
17.341,6.781,2.515,-0.228,-3.84,-6.535,-6.535,-11.534,241.7333333
17.342,6.828,2.581,-0.192,-3.811,-6.447,-6.447,-11.467,241.7666667
17.342,6.826,2.572,-0.201,-3.806,-6.468,-6.468,-11.471,241.8
17.342,6.815,2.586,-0.185,-3.783,-6.457,-6.457,-11.459,241.8333333
17.343,6.813,2.559,-0.21,-3.803,-6.447,-6.447,-11.477,241.8666667
17.343,6.793,2.548,-0.233,-3.823,-6.492,-6.492,-11.497,241.9
17.343,6.831,2.572,-0.177,-3.785,-6.448,-6.448,-11.446,241.9333333
17.344,6.805,2.576,-0.186,-3.779,-6.466,-6.466,-11.453,241.9666667
17.344,6.797,2.561,-0.219,-3.809,-6.48,-6.48,-11.487,242
17.344,6.811,2.554,-0.224,-3.798,-6.464,-6.464,-11.485,242.0333333
17.344,6.79,2.55,-0.218,-3.809,-6.468,-6.468,-11.482,242.0666667
17.345,6.829,2.582,-0.194,-3.777,-6.437,-6.437,-11.461,242.1
17.345,6.8,2.542,-0.22,-3.819,-6.496,-6.496,-11.503,242.1333333
17.345,6.79,2.561,-0.204,-3.81,-6.457,-6.457,-11.482,242.1666667
17.345,6.787,2.536,-0.218,-3.806,-6.493,-6.493,-11.48,242.2
17.345,6.797,2.557,-0.214,-3.799,-6.473,-6.473,-11.484,242.2333333
17.345,6.807,2.56,-0.211,-3.804,-6.469,-6.469,-11.481,242.2666667
17.345,6.809,2.558,-0.223,-3.815,-6.486,-6.486,-11.482,242.3
17.345,6.828,2.57,-0.205,-3.802,-6.459,-6.459,-11.47,242.3333333
17.346,6.805,2.566,-0.21,-3.798,-6.482,-6.482,-11.485,242.3666667
17.346,6.787,2.546,-0.242,-3.822,-6.478,-6.478,-11.493,242.4
17.346,6.827,2.578,-0.193,-3.787,-6.456,-6.456,-11.46,242.4333333
17.346,6.818,2.56,-0.205,-3.803,-6.459,-6.459,-11.472,242.4666667
17.347,6.812,2.567,-0.219,-3.804,-6.457,-6.457,-11.468,242.5
17.347,6.802,2.549,-0.219,-3.804,-6.497,-6.497,-11.49,242.5333333
17.347,6.811,2.552,-0.209,-3.811,-6.493,-6.493,-11.477,242.5666667
17.347,6.784,2.545,-0.237,-3.813,-6.494,-6.494,-11.503,242.6
17.348,6.795,2.561,-0.211,-3.803,-6.472,-6.472,-11.48,242.6333333
17.348,6.819,2.571,-0.198,-3.812,-6.466,-6.466,-11.483,242.6666667
17.349,6.8,2.565,-0.209,-3.804,-6.463,-6.463,-11.472,242.7
17.349,6.82,2.565,-0.215,-3.809,-6.47,-6.47,-11.457,242.7333333
17.35,6.802,2.54,-0.233,-3.835,-6.5,-6.5,-11.495,242.7666667
17.35,6.797,2.537,-0.222,-3.833,-6.493,-6.493,-11.509,242.8
17.35,6.823,2.558,-0.2,-3.815,-6.458,-6.458,-11.486,242.8333333
17.35,6.819,2.563,-0.219,-3.793,-6.465,-6.465,-11.489,242.8666667
17.351,6.797,2.555,-0.22,-3.81,-6.468,-6.468,-11.491,242.9
17.351,6.811,2.548,-0.211,-3.807,-6.471,-6.471,-11.48,242.9333333
17.352,6.793,2.539,-0.224,-3.826,-6.491,-6.491,-11.498,242.9666667
17.352,6.825,2.58,-0.188,-3.797,-6.461,-6.461,-11.463,243
17.352,6.828,2.563,-0.209,-3.789,-6.459,-6.459,-11.469,243.0333333
17.352,6.789,2.564,-0.245,-3.816,-6.491,-6.491,-11.513,243.0666667
17.353,6.815,2.56,-0.207,-3.807,-6.457,-6.457,-11.475,243.1
17.353,6.786,2.526,-0.241,-3.844,-6.52,-6.52,-11.5,243.1333333
17.355,6.799,2.541,-0.235,-3.835,-6.497,-6.497,-11.491,243.1666667
17.355,6.817,2.556,-0.206,-3.802,-6.46,-6.46,-11.465,243.2
17.356,6.81,2.544,-0.209,-3.808,-6.471,-6.471,-11.486,243.2333333
17.356,6.803,2.563,-0.214,-3.797,-6.473,-6.473,-11.49,243.2666667
17.357,6.813,2.561,-0.189,-3.799,-6.455,-6.455,-11.47,243.3
17.358,6.816,2.551,-0.222,-3.799,-6.472,-6.472,-11.48,243.3333333
17.358,6.821,2.56,-0.204,-3.809,-6.465,-6.465,-11.482,243.3666667
17.359,6.778,2.552,-0.227,-3.819,-6.494,-6.494,-11.517,243.4
17.359,6.808,2.549,-0.233,-3.812,-6.465,-6.465,-11.486,243.4333333
17.36,6.824,2.563,-0.211,-3.791,-6.442,-6.442,-11.474,243.4666667
17.361,6.827,2.577,-0.185,-3.78,-6.447,-6.447,-11.462,243.5
17.362,6.829,2.574,-0.2,-3.796,-6.478,-6.478,-11.475,243.5333333
17.362,6.835,2.586,-0.186,-3.775,-6.446,-6.446,-11.463,243.5666667
17.362,6.807,2.56,-0.203,-3.823,-6.475,-6.475,-11.477,243.6
17.363,6.82,2.56,-0.199,-3.785,-6.467,-6.467,-11.475,243.6333333
17.363,6.791,2.535,-0.234,-3.827,-6.468,-6.468,-11.506,243.6666667
17.364,6.782,2.544,-0.231,-3.826,-6.498,-6.498,-11.503,243.7
17.365,6.838,2.573,-0.192,-3.787,-6.46,-6.46,-11.473,243.7333333
17.365,6.825,2.568,-0.2,-3.786,-6.462,-6.462,-11.469,243.7666667
17.365,6.81,2.554,-0.212,-3.795,-6.45,-6.45,-11.466,243.8
17.366,6.816,2.548,-0.202,-3.815,-6.478,-6.478,-11.482,243.8333333
17.367,6.821,2.56,-0.2,-3.826,-6.464,-6.464,-11.472,243.8666667
17.367,6.801,2.562,-0.211,-3.803,-6.47,-6.47,-11.492,243.9
17.368,6.813,2.583,-0.207,-3.803,-6.444,-6.444,-11.466,243.9333333
17.369,6.809,2.558,-0.213,-3.804,-6.471,-6.471,-11.48,243.9666667
17.369,6.808,2.542,-0.205,-3.833,-6.48,-6.48,-11.492,244
17.37,6.81,2.588,-0.19,-3.777,-6.454,-6.454,-11.462,244.0333333
17.37,6.807,2.549,-0.216,-3.82,-6.486,-6.486,-11.515,244.0666667
17.371,6.797,2.535,-0.233,-3.849,-6.489,-6.489,-11.498,244.1
17.372,6.833,2.564,-0.202,-3.805,-6.475,-6.475,-11.475,244.1333333
17.373,6.821,2.581,-0.2,-3.802,-6.475,-6.475,-11.467,244.1666667
17.373,6.81,2.563,-0.218,-3.82,-6.474,-6.474,-11.482,244.2
17.375,6.827,2.56,-0.218,-3.825,-6.472,-6.472,-11.496,244.2333333
17.375,6.796,2.532,-0.228,-3.827,-6.494,-6.494,-11.497,244.2666667
17.376,6.819,2.573,-0.199,-3.811,-6.466,-6.466,-11.477,244.3
17.377,6.803,2.553,-0.212,-3.819,-6.47,-6.47,-11.49,244.3333333
17.377,6.796,2.544,-0.23,-3.841,-6.49,-6.49,-11.51,244.3666667
17.378,6.791,2.549,-0.235,-3.841,-6.49,-6.49,-11.503,244.4
17.379,6.799,2.56,-0.234,-3.828,-6.489,-6.489,-11.49,244.4333333
17.379,6.82,2.592,-0.202,-3.788,-6.455,-6.455,-11.465,244.4666667
17.38,6.827,2.577,-0.211,-3.796,-6.468,-6.468,-11.481,244.5
17.381,6.802,2.551,-0.231,-3.811,-6.49,-6.49,-11.479,244.5333333
17.381,6.819,2.57,-0.215,-3.816,-6.492,-6.492,-11.473,244.5666667
17.382,6.792,2.541,-0.237,-3.82,-6.507,-6.507,-11.499,244.6
17.383,6.81,2.569,-0.205,-3.812,-6.472,-6.472,-11.487,244.6333333
17.383,6.826,2.588,-0.2,-3.793,-6.485,-6.485,-11.464,244.6666667
17.384,6.832,2.571,-0.208,-3.803,-6.463,-6.463,-11.485,244.7
17.385,6.817,2.582,-0.203,-3.792,-6.466,-6.466,-11.458,244.7333333
17.385,6.814,2.559,-0.22,-3.817,-6.468,-6.468,-11.483,244.7666667
17.386,6.838,2.599,-0.184,-3.784,-6.461,-6.461,-11.462,244.8
17.386,6.819,2.575,-0.197,-3.796,-6.463,-6.463,-11.453,244.8333333
17.387,6.851,2.594,-0.192,-3.777,-6.441,-6.441,-11.456,244.8666667
17.387,6.813,2.557,-0.216,-3.813,-6.481,-6.481,-11.513,244.9
17.387,6.805,2.563,-0.213,-3.812,-6.497,-6.497,-11.484,244.9333333
17.387,6.805,2.563,-0.22,-3.805,-6.471,-6.471,-11.494,244.9666667
17.388,6.845,2.596,-0.192,-3.769,-6.459,-6.459,-11.444,245
17.389,6.853,2.591,-0.164,-3.772,-6.435,-6.435,-11.451,245.0333333
17.389,6.815,2.576,-0.213,-3.813,-6.478,-6.478,-11.493,245.0666667
17.39,6.797,2.557,-0.215,-3.821,-6.504,-6.504,-11.503,245.1
17.39,6.818,2.577,-0.205,-3.805,-6.493,-6.493,-11.485,245.1333333
17.391,6.813,2.562,-0.212,-3.811,-6.489,-6.489,-11.489,245.1666667
17.391,6.83,2.582,-0.195,-3.786,-6.462,-6.462,-11.462,245.2
17.391,6.794,2.546,-0.233,-3.834,-6.483,-6.483,-11.5,245.2333333
17.393,6.82,2.565,-0.192,-3.812,-6.469,-6.469,-11.485,245.2666667
17.393,6.817,2.564,-0.199,-3.805,-6.471,-6.471,-11.478,245.3
17.395,6.821,2.581,-0.211,-3.817,-6.473,-6.473,-11.465,245.3333333
17.395,6.808,2.571,-0.214,-3.801,-6.484,-6.484,-11.488,245.3666667
17.395,6.817,2.563,-0.2,-3.81,-6.485,-6.485,-11.476,245.4
17.396,6.824,2.564,-0.215,-3.797,-6.466,-6.466,-11.487,245.4333333
17.397,6.814,2.571,-0.206,-3.8,-6.472,-6.472,-11.474,245.4666667
17.398,6.831,2.568,-0.194,-3.783,-6.448,-6.448,-11.472,245.5
17.398,6.778,2.562,-0.221,-3.825,-6.488,-6.488,-11.494,245.5333333
17.398,6.821,2.574,-0.185,-3.791,-6.468,-6.468,-11.47,245.5666667
17.399,6.834,2.594,-0.185,-3.778,-6.45,-6.45,-11.464,245.6
17.399,6.835,2.596,-0.176,-3.76,-6.441,-6.441,-11.444,245.6333333
17.4,6.829,2.583,-0.193,-3.783,-6.457,-6.457,-11.473,245.6666667
17.401,6.805,2.574,-0.217,-3.809,-6.472,-6.472,-11.482,245.7
17.402,6.83,2.572,-0.204,-3.798,-6.475,-6.475,-11.471,245.7333333
17.403,6.769,2.517,-0.252,-3.866,-6.523,-6.523,-11.522,245.7666667
17.403,6.82,2.567,-0.217,-3.811,-6.479,-6.479,-11.472,245.8
17.404,6.827,2.572,-0.216,-3.801,-6.456,-6.456,-11.47,245.8333333
17.405,6.792,2.54,-0.22,-3.823,-6.489,-6.489,-11.509,245.8666667
17.406,6.832,2.571,-0.209,-3.794,-6.478,-6.478,-11.451,245.9
17.407,6.81,2.57,-0.209,-3.804,-6.478,-6.478,-11.479,245.9333333
17.408,6.829,2.583,-0.178,-3.784,-6.458,-6.458,-11.456,245.9666667
17.409,6.807,2.544,-0.225,-3.805,-6.462,-6.462,-11.479,246
17.41,6.792,2.55,-0.215,-3.819,-6.473,-6.473,-11.495,246.0333333
17.412,6.811,2.554,-0.21,-3.816,-6.477,-6.477,-11.472,246.0666667
17.412,6.789,2.531,-0.232,-3.834,-6.5,-6.5,-11.511,246.1
17.413,6.8,2.569,-0.216,-3.812,-6.473,-6.473,-11.494,246.1333333
17.414,6.832,2.577,-0.192,-3.804,-6.45,-6.45,-11.457,246.1666667
17.415,6.821,2.569,-0.203,-3.801,-6.456,-6.456,-11.475,246.2
17.416,6.84,2.587,-0.186,-3.795,-6.44,-6.44,-11.444,246.2333333
17.417,6.795,2.561,-0.22,-3.819,-6.495,-6.495,-11.481,246.2666667
17.418,6.826,2.576,-0.209,-3.8,-6.468,-6.468,-11.48,246.3
17.417,6.817,2.575,-0.212,-3.795,-6.463,-6.463,-11.469,246.3333333
17.418,6.799,2.559,-0.222,-3.81,-6.504,-6.504,-11.492,246.3666667
17.418,6.814,2.565,-0.208,-3.799,-6.455,-6.455,-11.48,246.4
17.419,6.798,2.558,-0.222,-3.822,-6.477,-6.477,-11.502,246.4333333
17.419,6.803,2.548,-0.205,-3.805,-6.486,-6.486,-11.49,246.4666667
17.42,6.804,2.542,-0.229,-3.826,-6.486,-6.486,-11.497,246.5
17.419,6.807,2.556,-0.217,-3.829,-6.478,-6.478,-11.469,246.5333333
17.42,6.838,2.572,-0.186,-3.797,-6.464,-6.464,-11.46,246.5666667
17.42,6.832,2.553,-0.196,-3.789,-6.471,-6.471,-11.481,246.6
17.42,6.827,2.582,-0.191,-3.794,-6.445,-6.445,-11.463,246.6333333
17.421,6.797,2.54,-0.22,-3.837,-6.498,-6.498,-11.491,246.6666667
17.422,6.831,2.574,-0.186,-3.776,-6.454,-6.454,-11.463,246.7
17.422,6.847,2.59,-0.174,-3.795,-6.461,-6.461,-11.446,246.7333333
17.422,6.813,2.551,-0.23,-3.825,-6.487,-6.487,-11.484,246.7666667
17.423,6.801,2.558,-0.205,-3.823,-6.469,-6.469,-11.49,246.8
17.423,6.826,2.58,-0.205,-3.806,-6.473,-6.473,-11.469,246.8333333
17.423,6.83,2.558,-0.201,-3.799,-6.467,-6.467,-11.475,246.8666667
17.423,6.82,2.577,-0.219,-3.807,-6.486,-6.486,-11.48,246.9
17.424,6.798,2.554,-0.228,-3.836,-6.479,-6.479,-11.507,246.9333333
17.424,6.823,2.568,-0.2,-3.798,-6.484,-6.484,-11.483,246.9666667
17.424,6.787,2.528,-0.229,-3.836,-6.502,-6.502,-11.501,247
17.424,6.821,2.571,-0.219,-3.808,-6.476,-6.476,-11.49,247.0333333
17.425,6.787,2.537,-0.241,-3.844,-6.499,-6.499,-11.499,247.0666667
17.425,6.791,2.544,-0.239,-3.838,-6.499,-6.499,-11.503,247.1
17.427,6.794,2.549,-0.225,-3.833,-6.481,-6.481,-11.495,247.1333333
17.427,6.814,2.573,-0.203,-3.806,-6.462,-6.462,-11.471,247.1666667
17.428,6.812,2.57,-0.222,-3.801,-6.47,-6.47,-11.48,247.2
17.428,6.792,2.548,-0.24,-3.831,-6.49,-6.49,-11.499,247.2333333
17.427,6.823,2.56,-0.226,-3.814,-6.467,-6.467,-11.492,247.2666667
17.429,6.811,2.563,-0.227,-3.804,-6.467,-6.467,-11.49,247.3
17.429,6.822,2.591,-0.181,-3.788,-6.439,-6.439,-11.461,247.3333333
17.429,6.839,2.594,-0.211,-3.793,-6.455,-6.455,-11.47,247.3666667
17.43,6.822,2.563,-0.21,-3.812,-6.47,-6.47,-11.474,247.4
17.43,6.855,2.595,-0.183,-3.787,-6.443,-6.443,-11.449,247.4333333
17.431,6.816,2.572,-0.211,-3.816,-6.475,-6.475,-11.479,247.4666667
17.431,6.812,2.559,-0.206,-3.826,-6.465,-6.465,-11.487,247.5
17.431,6.804,2.57,-0.21,-3.811,-6.479,-6.479,-11.471,247.5333333
17.433,6.798,2.542,-0.24,-3.841,-6.489,-6.489,-11.482,247.5666667
17.432,6.827,2.568,-0.199,-3.802,-6.455,-6.455,-11.466,247.6
17.433,6.812,2.558,-0.228,-3.815,-6.49,-6.49,-11.482,247.6333333
17.433,6.808,2.568,-0.217,-3.815,-6.467,-6.467,-11.476,247.6666667
17.435,6.84,2.583,-0.194,-3.774,-6.43,-6.43,-11.444,247.7
17.434,6.824,2.569,-0.209,-3.82,-6.465,-6.465,-11.486,247.7333333
17.435,6.81,2.569,-0.206,-3.816,-6.464,-6.464,-11.484,247.7666667
17.436,6.798,2.559,-0.211,-3.82,-6.465,-6.465,-11.463,247.8
17.436,6.83,2.603,-0.187,-3.775,-6.439,-6.439,-11.451,247.8333333
17.437,6.823,2.576,-0.207,-3.8,-6.47,-6.47,-11.473,247.8666667
17.438,6.831,2.577,-0.207,-3.811,-6.47,-6.47,-11.46,247.9
17.438,6.818,2.566,-0.206,-3.811,-6.469,-6.469,-11.471,247.9333333
17.438,6.818,2.566,-0.22,-3.813,-6.471,-6.471,-11.479,247.9666667
17.439,6.829,2.566,-0.201,-3.797,-6.473,-6.473,-11.47,248
17.439,6.826,2.557,-0.194,-3.812,-6.484,-6.484,-11.489,248.0333333
17.439,6.812,2.563,-0.216,-3.806,-6.487,-6.487,-11.485,248.0666667
17.439,6.811,2.561,-0.211,-3.805,-6.478,-6.478,-11.481,248.1
17.44,6.814,2.548,-0.21,-3.823,-6.486,-6.486,-11.496,248.1333333
17.441,6.853,2.592,-0.185,-3.796,-6.445,-6.445,-11.459,248.1666667
17.442,6.833,2.576,-0.197,-3.786,-6.449,-6.449,-11.463,248.2
17.443,6.828,2.562,-0.216,-3.818,-6.494,-6.494,-11.468,248.2333333
17.443,6.812,2.562,-0.231,-3.798,-6.494,-6.494,-11.48,248.2666667
17.445,6.827,2.569,-0.206,-3.805,-6.461,-6.461,-11.466,248.3
17.445,6.818,2.572,-0.212,-3.806,-6.477,-6.477,-11.47,248.3333333
17.445,6.841,2.582,-0.206,-3.806,-6.474,-6.474,-11.463,248.3666667
17.446,6.857,2.62,-0.159,-3.751,-6.428,-6.428,-11.435,248.4
17.446,6.82,2.585,-0.2,-3.796,-6.456,-6.456,-11.468,248.4333333
17.447,6.837,2.583,-0.209,-3.78,-6.45,-6.45,-11.451,248.4666667
17.447,6.807,2.56,-0.221,-3.815,-6.496,-6.496,-11.487,248.5
17.447,6.824,2.576,-0.202,-3.814,-6.468,-6.468,-11.477,248.5333333
17.448,6.806,2.55,-0.238,-3.822,-6.502,-6.502,-11.5,248.5666667
17.449,6.831,2.58,-0.208,-3.818,-6.492,-6.492,-11.473,248.6
17.449,6.804,2.554,-0.223,-3.829,-6.484,-6.484,-11.487,248.6333333
17.45,6.821,2.598,-0.191,-3.783,-6.442,-6.442,-11.465,248.6666667
17.45,6.826,2.567,-0.228,-3.809,-6.477,-6.477,-11.473,248.7
17.451,6.816,2.571,-0.212,-3.791,-6.47,-6.47,-11.477,248.7333333
17.452,6.822,2.556,-0.221,-3.813,-6.49,-6.49,-11.48,248.7666667
17.452,6.823,2.556,-0.208,-3.816,-6.494,-6.494,-11.489,248.8
17.452,6.828,2.567,-0.217,-3.808,-6.468,-6.468,-11.486,248.8333333
17.453,6.825,2.578,-0.189,-3.808,-6.459,-6.459,-11.473,248.8666667
17.455,6.804,2.554,-0.234,-3.82,-6.481,-6.481,-11.484,248.9
17.454,6.826,2.556,-0.219,-3.8,-6.49,-6.49,-11.476,248.9333333
17.456,6.814,2.547,-0.219,-3.813,-6.472,-6.472,-11.485,248.9666667
17.456,6.828,2.575,-0.199,-3.808,-6.47,-6.47,-11.469,249
17.457,6.801,2.539,-0.217,-3.838,-6.495,-6.495,-11.496,249.0333333
17.457,6.824,2.549,-0.227,-3.827,-6.487,-6.487,-11.476,249.0666667
17.458,6.823,2.592,-0.211,-3.786,-6.453,-6.453,-11.458,249.1
17.458,6.8,2.564,-0.227,-3.814,-6.478,-6.478,-11.5,249.1333333
17.458,6.818,2.576,-0.2,-3.807,-6.472,-6.472,-11.459,249.1666667
17.459,6.841,2.581,-0.205,-3.778,-6.418,-6.418,-11.464,249.2
17.46,6.841,2.59,-0.187,-3.794,-6.441,-6.441,-11.467,249.2333333
17.46,6.831,2.572,-0.192,-3.786,-6.458,-6.458,-11.452,249.2666667
17.461,6.817,2.561,-0.205,-3.796,-6.467,-6.467,-11.467,249.3
17.461,6.831,2.559,-0.201,-3.802,-6.473,-6.473,-11.455,249.3333333
17.462,6.819,2.583,-0.201,-3.791,-6.462,-6.462,-11.482,249.3666667
17.463,6.808,2.571,-0.218,-3.812,-6.458,-6.458,-11.493,249.4
17.464,6.817,2.578,-0.204,-3.808,-6.465,-6.465,-11.474,249.4333333
17.465,6.817,2.562,-0.227,-3.816,-6.482,-6.482,-11.488,249.4666667
17.465,6.804,2.575,-0.201,-3.796,-6.47,-6.47,-11.483,249.5
17.466,6.813,2.562,-0.211,-3.814,-6.478,-6.478,-11.478,249.5333333
17.466,6.81,2.571,-0.222,-3.801,-6.484,-6.484,-11.483,249.5666667
17.466,6.82,2.588,-0.209,-3.806,-6.476,-6.476,-11.462,249.6
17.468,6.849,2.601,-0.184,-3.79,-6.441,-6.441,-11.438,249.6333333
17.468,6.848,2.598,-0.167,-3.78,-6.436,-6.436,-11.441,249.6666667
17.468,6.792,2.555,-0.235,-3.821,-6.478,-6.478,-11.483,249.7
17.469,6.814,2.55,-0.209,-3.81,-6.473,-6.473,-11.486,249.7333333
17.468,6.844,2.576,-0.201,-3.814,-6.463,-6.463,-11.47,249.7666667
17.469,6.834,2.578,-0.204,-3.801,-6.461,-6.461,-11.459,249.8
